onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	0.0000000000	0	n/a	n/a	n/a	n/a
126.8530000000	0.0000000000	126853	n/a	n/a	n/a	Viusal attention block
127.4850000000	0.0000000000	127485	n/a	n/a	n/a	Auditory noise onset
127.4910000000	0.0000000000	127491	n/a	n/a	n/a	Visual noise onset
127.4930000000	0.0000000000	127493	n/a	n/a	n/a	Response
130.4910000000	0.0000000000	130491	n/a	n/a	n/a	Visual target onset
130.4940000000	0.0000000000	130494	n/a	n/a	n/a	Auditory target onset
130.6320000000	0.0000000000	130632	n/a	n/a	n/a	Response
131.6440000000	0.0000000000	131644	n/a	n/a	n/a	Hit
135.1320000000	0.0000000000	135132	n/a	n/a	n/a	Auditory noise onset
135.1380000000	0.0000000000	135138	n/a	n/a	n/a	Visual noise onset
137.1380000000	0.0000000000	137138	n/a	n/a	n/a	Auditory target onset
138.1380000000	0.0000000000	138138	n/a	n/a	n/a	Visual catch trial
139.5620000000	0.0000000000	139562	n/a	n/a	n/a	No response given during trial
139.5650000000	0.0000000000	139565	n/a	n/a	n/a	Correct rejection
142.7560000000	0.0000000000	142756	n/a	n/a	n/a	Auditory noise onset
142.7620000000	0.0000000000	142762	n/a	n/a	n/a	Visual noise onset
143.7620000000	0.0000000000	143762	n/a	n/a	n/a	Auditory target onset
145.7620000000	0.0000000000	145762	n/a	n/a	n/a	Visual target onset
146.5030000000	0.0000000000	146503	n/a	n/a	n/a	Response
146.8680000000	0.0000000000	146868	n/a	n/a	n/a	Hit
150.1210000000	0.0000000000	150121	n/a	n/a	n/a	Auditory noise onset
150.1270000000	0.0000000000	150127	n/a	n/a	n/a	Visual noise onset
153.1270000000	0.0000000000	153127	n/a	n/a	n/a	Visual catch trial
153.1290000000	0.0000000000	153129	n/a	n/a	n/a	Auditory target onset
154.6330000000	0.0000000000	154633	n/a	n/a	n/a	No response given during trial
154.6360000000	0.0000000000	154636	n/a	n/a	n/a	Correct rejection
